Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,new_feature
6718,CA-2017-134789,08/04/2017,15/04/2017,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Hot Springs,Arkansas,71901.0,South,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,25.92,78619.0
6719,CA-2017-134789,08/04/2017,15/04/2017,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Hot Springs,Arkansas,71901.0,South,FUR-FU-10003268,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,159.92,78620.0
6720,CA-2017-130442,16/12/2017,19/12/2017,First Class,SF-20065,Sandra Flanagan,Consumer,United States,Goldsboro,North Carolina,27534.0,South,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,34.944,34254.0
6721,CA-2018-102974,19/09/2018,24/09/2018,Standard Class,DP-13105,Dave Poirier,Corporate,United States,Los Angeles,California,90032.0,West,TEC-AC-10000057,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,149.95,96753.0
6722,CA-2018-102974,19/09/2018,24/09/2018,Standard Class,DP-13105,Dave Poirier,Corporate,United States,Los Angeles,California,90032.0,West,OFF-AR-10000914,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,23.32,96754.0
6723,CA-2018-102974,19/09/2018,24/09/2018,Standard Class,DP-13105,Dave Poirier,Corporate,United States,Los Angeles,California,90032.0,West,OFF-AR-10004956,Office Supplies,Art,Newell 33,16.74,96755.0
6724,US-2018-166394,04/09/2018,06/09/2018,Second Class,VM-21835,Vivian Mathis,Consumer,United States,Nashua,New Hampshire,3060.0,East,OFF-FA-10001843,Office Supplies,Fasteners,Staples,14.82,9784.0
6725,CA-2017-128811,12/09/2017,16/09/2017,Standard Class,SF-20200,Sarah Foster,Consumer,United States,Seattle,Washington,98103.0,West,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,10.47,104828.0
6726,CA-2017-128811,12/09/2017,16/09/2017,Standard Class,SF-20200,Sarah Foster,Consumer,United States,Seattle,Washington,98103.0,West,OFF-LA-10003720,Office Supplies,Labels,Avery 487,11.07,104829.0
6727,CA-2017-128811,12/09/2017,16/09/2017,Standard Class,SF-20200,Sarah Foster,Consumer,United States,Seattle,Washington,98103.0,West,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,20.704,104830.0
6728,CA-2018-145443,10/08/2018,15/08/2018,Second Class,SC-20695,Steve Chapman,Corporate,United States,Richmond,Indiana,47374.0,Central,OFF-PA-10003302,Office Supplies,Paper,Xerox 1906,177.2,54102.0
6729,CA-2017-165827,04/11/2017,09/11/2017,Standard Class,MF-17665,Maureen Fritzler,Corporate,United States,Miami,Florida,33180.0,South,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,50.496,39909.0
6730,CA-2016-156734,18/06/2016,20/06/2016,First Class,BV-11245,Benjamin Venier,Corporate,United States,Smyrna,Tennessee,37167.0,South,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,6.129,43897.0
6731,CA-2016-156734,18/06/2016,20/06/2016,First Class,BV-11245,Benjamin Venier,Corporate,United States,Smyrna,Tennessee,37167.0,South,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",643.136,43898.0
6732,CA-2016-156734,18/06/2016,20/06/2016,First Class,BV-11245,Benjamin Venier,Corporate,United States,Smyrna,Tennessee,37167.0,South,OFF-PA-10001937,Office Supplies,Paper,Xerox 21,20.736,43899.0
6733,CA-2015-120096,04/07/2015,07/07/2015,First Class,KE-16420,Katrina Edelman,Corporate,United States,Aurora,Colorado,80013.0,West,OFF-PA-10001977,Office Supplies,Paper,Xerox 194,177.536,86746.0
6734,CA-2015-120096,04/07/2015,07/07/2015,First Class,KE-16420,Katrina Edelman,Corporate,United States,Aurora,Colorado,80013.0,West,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,32.432,86747.0
6735,CA-2016-141754,20/12/2016,25/12/2016,Standard Class,EM-14200,Evan Minnotte,Home Office,United States,Miami,Florida,33142.0,South,OFF-LA-10004093,Office Supplies,Labels,Avery 486,11.696,39877.0
6736,CA-2017-123358,10/04/2017,17/04/2017,Standard Class,BT-11680,Brian Thompson,Consumer,United States,San Francisco,California,94122.0,West,OFF-AP-10004980,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,113.76,100858.0
6737,CA-2017-123358,10/04/2017,17/04/2017,Standard Class,BT-11680,Brian Thompson,Consumer,United States,San Francisco,California,94122.0,West,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,579.51,100859.0
6738,CA-2017-123358,10/04/2017,17/04/2017,Standard Class,BT-11680,Brian Thompson,Consumer,United States,San Francisco,California,94122.0,West,OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,150.66,100860.0
6739,CA-2017-123358,10/04/2017,17/04/2017,Standard Class,BT-11680,Brian Thompson,Consumer,United States,San Francisco,California,94122.0,West,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",48.032,100861.0
6740,CA-2015-144029,26/05/2015,31/05/2015,Standard Class,MM-18055,Michelle Moray,Consumer,United States,Chicago,Illinois,60623.0,Central,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",102.624,67363.0
6741,CA-2015-144029,26/05/2015,31/05/2015,Standard Class,MM-18055,Michelle Moray,Consumer,United States,Chicago,Illinois,60623.0,Central,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,359.772,67364.0
6742,CA-2015-144029,26/05/2015,31/05/2015,Standard Class,MM-18055,Michelle Moray,Consumer,United States,Chicago,Illinois,60623.0,Central,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,13.392,67365.0
6743,US-2018-101784,06/07/2018,11/07/2018,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,Los Angeles,California,90008.0,West,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black",122.136,96751.0
6744,CA-2016-156923,16/02/2016,20/02/2016,Standard Class,SP-20860,Sung Pak,Corporate,United States,Dover,New Hampshire,3820.0,East,OFF-PA-10002751,Office Supplies,Paper,Xerox 1920,35.88,10564.0
6745,CA-2018-111269,16/06/2018,18/06/2018,Second Class,CS-12355,Christine Sundaresam,Consumer,United States,Dublin,Ohio,43017.0,East,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,479.952,49762.0
6746,CA-2018-111269,16/06/2018,18/06/2018,Second Class,CS-12355,Christine Sundaresam,Consumer,United States,Dublin,Ohio,43017.0,East,OFF-AR-10001427,Office Supplies,Art,Newell 330,23.92,49763.0
6747,CA-2018-159156,13/11/2018,16/11/2018,First Class,KB-16600,Ken Brennan,Corporate,United States,New York City,New York,10009.0,East,TEC-PH-10004389,Technology,Phones,Nokia Lumia 925,629.95,16756.0
6748,CA-2018-100230,11/12/2018,15/12/2018,Standard Class,AA-10375,Allen Armold,Consumer,United States,New York City,New York,10035.0,East,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,14.952,16783.0
6749,CA-2018-100230,11/12/2018,15/12/2018,Standard Class,AA-10375,Allen Armold,Consumer,United States,New York City,New York,10035.0,East,OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,17.94,16784.0
6750,CA-2018-100230,11/12/2018,15/12/2018,Standard Class,AA-10375,Allen Armold,Consumer,United States,New York City,New York,10035.0,East,TEC-PH-10004522,Technology,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,116.98,16785.0
6751,CA-2017-154767,28/06/2017,30/06/2017,Second Class,BP-11155,Becky Pak,Consumer,United States,Paterson,New Jersey,7501.0,East,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",121.96,14252.0
6752,CA-2017-154767,28/06/2017,30/06/2017,Second Class,BP-11155,Becky Pak,Consumer,United States,Paterson,New Jersey,7501.0,East,OFF-AP-10000595,Office Supplies,Appliances,Disposable Triple-Filter Dust Bags,8.74,14253.0
6753,CA-2017-154767,28/06/2017,30/06/2017,Second Class,BP-11155,Becky Pak,Consumer,United States,Paterson,New Jersey,7501.0,East,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,61.96,14254.0
6754,CA-2017-154767,28/06/2017,30/06/2017,Second Class,BP-11155,Becky Pak,Consumer,United States,Paterson,New Jersey,7501.0,East,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,7.96,14255.0
6755,CA-2017-154767,28/06/2017,30/06/2017,Second Class,BP-11155,Becky Pak,Consumer,United States,Paterson,New Jersey,7501.0,East,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",275.24,14256.0
6756,CA-2018-124205,15/09/2018,19/09/2018,Standard Class,TC-21145,Theresa Coyne,Corporate,United States,Lakewood,New Jersey,8701.0,East,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",47.4,15457.0
6757,CA-2018-124205,15/09/2018,19/09/2018,Standard Class,TC-21145,Theresa Coyne,Corporate,United States,Lakewood,New Jersey,8701.0,East,FUR-CH-10003606,Furniture,Chairs,SAFCO Folding Chair Trolley,512.96,15458.0
6758,CA-2018-124205,15/09/2018,19/09/2018,Standard Class,TC-21145,Theresa Coyne,Corporate,United States,Lakewood,New Jersey,8701.0,East,TEC-PH-10002115,Technology,Phones,Plantronics 81402,395.94,15459.0
6759,CA-2018-124205,15/09/2018,19/09/2018,Standard Class,TC-21145,Theresa Coyne,Corporate,United States,Lakewood,New Jersey,8701.0,East,OFF-ST-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",81.96,15460.0
6760,CA-2018-165715,02/12/2018,08/12/2018,Standard Class,BG-11035,Barry Gonzalez,Consumer,United States,Greensboro,North Carolina,27405.0,South,OFF-AR-10003903,Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener,32.776,34165.0
6761,CA-2018-100636,26/06/2018,30/06/2018,Standard Class,DO-13435,Denny Ordway,Consumer,United States,New York City,New York,10035.0,East,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,272.94,16796.0
6762,CA-2017-162943,24/07/2017,26/07/2017,Second Class,DB-12970,Darren Budd,Corporate,United States,New York City,New York,10035.0,East,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,253.764,16797.0
6763,CA-2017-144764,02/09/2017,08/09/2017,Standard Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,60623.0,Central,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,29.24,67386.0
6764,CA-2017-144764,02/09/2017,08/09/2017,Standard Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,60623.0,Central,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,35.168,67387.0
6765,CA-2017-144764,02/09/2017,08/09/2017,Standard Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,60623.0,Central,TEC-MA-10003230,Technology,Machines,Okidata C610n Printer,1362.9,67388.0
6766,CA-2018-100615,20/04/2018,24/04/2018,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Chicago,Illinois,60653.0,Central,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,317.058,67419.0
6767,CA-2018-100615,20/04/2018,24/04/2018,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Chicago,Illinois,60653.0,Central,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,15.76,67420.0
6768,CA-2018-100615,20/04/2018,24/04/2018,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Chicago,Illinois,60653.0,Central,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",14.56,67421.0
6769,CA-2015-109302,12/08/2015,16/08/2015,Standard Class,CS-12175,Charles Sheldon,Corporate,United States,Lakewood,New Jersey,8701.0,East,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",196.21,15470.0
6770,CA-2018-139787,19/09/2018,23/09/2018,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Columbus,Georgia,31907.0,South,OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,35.4,38677.0
6771,CA-2018-139402,09/12/2018,13/12/2018,Standard Class,NC-18535,Nick Crebassa,Corporate,United States,Phoenix,Arizona,85023.0,West,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper,419.4,91794.0
6772,CA-2018-139402,09/12/2018,13/12/2018,Standard Class,NC-18535,Nick Crebassa,Corporate,United States,Phoenix,Arizona,85023.0,West,OFF-BI-10000279,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",13.005,91795.0
6773,CA-2017-119018,04/11/2017,08/11/2017,Standard Class,CW-11905,Carl Weiss,Home Office,United States,Los Angeles,California,90004.0,West,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,7.712,96777.0
6774,CA-2017-119018,04/11/2017,08/11/2017,Standard Class,CW-11905,Carl Weiss,Home Office,United States,Los Angeles,California,90004.0,West,OFF-BI-10000494,Office Supplies,Binders,Acco Economy Flexible Poly Round Ring Binder,4.176,96778.0
6775,CA-2017-119018,04/11/2017,08/11/2017,Standard Class,CW-11905,Carl Weiss,Home Office,United States,Los Angeles,California,90004.0,West,OFF-PA-10000295,Office Supplies,Paper,Xerox 229,38.88,96779.0
6776,CA-2016-105361,29/03/2016,04/04/2016,Standard Class,CM-12115,Chad McGuire,Consumer,United States,New York City,New York,10024.0,East,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",17.64,16800.0
6777,US-2017-152373,05/09/2017,11/09/2017,Standard Class,PT-19090,Pete Takahito,Consumer,United States,San Antonio,Texas,78207.0,Central,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",93.456,84984.0
6778,US-2018-166037,28/01/2018,01/02/2018,Standard Class,CL-12700,Craig Leslie,Home Office,United States,New York City,New York,10009.0,East,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,449.91,16787.0
6779,US-2017-147711,03/09/2017,08/09/2017,Second Class,HF-14995,Herbert Flentye,Consumer,United States,Baltimore,Maryland,21215.0,East,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",344.94,27994.0
6780,US-2017-147711,03/09/2017,08/09/2017,Second Class,HF-14995,Herbert Flentye,Consumer,United States,Baltimore,Maryland,21215.0,East,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",14.76,27995.0
6781,US-2017-147711,03/09/2017,08/09/2017,Second Class,HF-14995,Herbert Flentye,Consumer,United States,Baltimore,Maryland,21215.0,East,OFF-BI-10003350,Office Supplies,Binders,Acco Expandable Hanging Binders,12.76,27996.0
6782,US-2017-147711,03/09/2017,08/09/2017,Second Class,HF-14995,Herbert Flentye,Consumer,United States,Baltimore,Maryland,21215.0,East,OFF-LA-10004093,Office Supplies,Labels,Avery 486,58.48,27997.0
6783,CA-2018-121293,25/07/2018,28/07/2018,Second Class,JC-15775,John Castell,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,20.096,25926.0
6784,CA-2018-121293,25/07/2018,28/07/2018,Second Class,JC-15775,John Castell,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-SU-10004884,Office Supplies,Supplies,Acme Galleria Hot Forged Steel Scissors with Colored Handles,37.752,25927.0
6785,CA-2018-121293,25/07/2018,28/07/2018,Second Class,JC-15775,John Castell,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",138.588,25928.0
6786,CA-2018-121293,25/07/2018,28/07/2018,Second Class,JC-15775,John Castell,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,259.92,25929.0
6787,CA-2018-121293,25/07/2018,28/07/2018,Second Class,JC-15775,John Castell,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,20.736,25930.0
6788,CA-2016-118843,13/09/2016,20/09/2016,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Atlanta,Georgia,30318.0,South,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,129.93,37106.0
6789,CA-2016-118843,13/09/2016,20/09/2016,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Atlanta,Georgia,30318.0,South,OFF-PA-10001712,Office Supplies,Paper,Xerox 1948,69.93,37107.0
6790,CA-2016-161445,07/09/2016,09/09/2016,Second Class,CC-12610,Corey Catlett,Corporate,United States,Durham,North Carolina,27707.0,South,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,140.736,34497.0
6791,CA-2017-124527,16/11/2017,17/11/2017,First Class,IM-15055,Ionia McGrath,Consumer,United States,Roseville,California,95661.0,West,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,8.32,102452.0
6792,CA-2017-162348,10/11/2017,15/11/2017,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Sacramento,California,95823.0,West,FUR-FU-10003731,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",9.98,102615.0
6793,CA-2015-141005,15/08/2015,18/08/2015,First Class,CS-12355,Christine Sundaresam,Consumer,United States,Fairfield,Connecticut,6824.0,East,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,62.94,13617.0
6794,CA-2016-145394,16/11/2016,20/11/2016,Standard Class,MC-17605,Matt Connell,Corporate,United States,Chicago,Illinois,60610.0,Central,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",21.488,67404.0
6795,CA-2016-145394,16/11/2016,20/11/2016,Standard Class,MC-17605,Matt Connell,Corporate,United States,Chicago,Illinois,60610.0,Central,TEC-PH-10001051,Technology,Phones,HTC One,239.976,67405.0
6796,CA-2016-145394,16/11/2016,20/11/2016,Standard Class,MC-17605,Matt Connell,Corporate,United States,Chicago,Illinois,60610.0,Central,FUR-FU-10001215,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",34.504,67406.0
6797,CA-2016-168809,25/08/2016,25/08/2016,Same Day,MC-18100,Mick Crebagga,Consumer,United States,Houston,Texas,77041.0,Central,FUR-FU-10001473,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",20.104,83838.0
6798,CA-2016-168809,25/08/2016,25/08/2016,Same Day,MC-18100,Mick Crebagga,Consumer,United States,Houston,Texas,77041.0,Central,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,3.798,83839.0
6799,CA-2016-168809,25/08/2016,25/08/2016,Same Day,MC-18100,Mick Crebagga,Consumer,United States,Houston,Texas,77041.0,Central,FUR-FU-10002240,Furniture,Furnishings,Nu-Dell EZ-Mount Plastic Wall Frames,7.88,83840.0
6800,CA-2017-109827,25/12/2017,01/01/2018,Standard Class,LW-16825,Laurel Workman,Corporate,United States,Phoenix,Arizona,85023.0,West,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,35.445,91823.0
6801,CA-2017-109827,25/12/2017,01/01/2018,Standard Class,LW-16825,Laurel Workman,Corporate,United States,Phoenix,Arizona,85023.0,West,TEC-MA-10003356,Technology,Machines,Panasonic KX MC6040 Color Laser Multifunction Printer,269.97,91824.0
6802,CA-2017-109827,25/12/2017,01/01/2018,Standard Class,LW-16825,Laurel Workman,Corporate,United States,Phoenix,Arizona,85023.0,West,TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,45.12,91825.0
6803,CA-2017-109827,25/12/2017,01/01/2018,Standard Class,LW-16825,Laurel Workman,Corporate,United States,Phoenix,Arizona,85023.0,West,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,100.8,91826.0
6804,CA-2017-109827,25/12/2017,01/01/2018,Standard Class,LW-16825,Laurel Workman,Corporate,United States,Phoenix,Arizona,85023.0,West,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",47.968,91827.0
6805,CA-2015-152233,05/10/2015,06/10/2015,First Class,KH-16510,Keith Herrera,Consumer,United States,Pomona,California,91767.0,West,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,99.98,98572.0
6806,CA-2015-125682,22/11/2015,25/11/2015,First Class,RB-19645,Robert Barroso,Corporate,United States,Atlanta,Georgia,30318.0,South,OFF-PA-10001752,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),9.96,37124.0
6807,CA-2018-162880,25/12/2018,29/12/2018,Standard Class,GD-14590,Giulietta Dortch,Corporate,United States,Everett,Washington,98208.0,West,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,3.856,105015.0
6808,CA-2016-128125,31/03/2016,05/04/2016,Standard Class,EB-13705,Ed Braxton,Corporate,United States,Houston,Texas,77095.0,Central,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",98.376,83903.0
6809,CA-2016-128125,31/03/2016,05/04/2016,Standard Class,EB-13705,Ed Braxton,Corporate,United States,Houston,Texas,77095.0,Central,FUR-FU-10001085,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,22.38,83904.0
6810,CA-2018-156237,14/09/2018,15/09/2018,First Class,PS-18760,Pamela Stobb,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,3.882,25950.0
6811,CA-2018-156237,14/09/2018,15/09/2018,First Class,PS-18760,Pamela Stobb,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,TEC-MA-10002930,Technology,Machines,Ricoh - Ink Collector Unit for GX3000 Series Printers,12.585,25951.0
6812,CA-2018-156237,14/09/2018,15/09/2018,First Class,PS-18760,Pamela Stobb,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,113.372,25952.0
6813,CA-2018-156237,14/09/2018,15/09/2018,First Class,PS-18760,Pamela Stobb,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,18.312,25953.0
6814,CA-2018-156237,14/09/2018,15/09/2018,First Class,PS-18760,Pamela Stobb,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-FU-10001057,Furniture,Furnishings,Tensor Track Tree Floor Lamp,127.936,25954.0
6815,CA-2018-156237,14/09/2018,15/09/2018,First Class,PS-18760,Pamela Stobb,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,TEC-MA-10001681,Technology,Machines,Lexmark MarkNet N8150 Wireless Print Server,241.17,25955.0
6816,CA-2015-144414,17/06/2015,21/06/2015,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Seattle,Washington,98105.0,West,FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories,6.24,104921.0
6817,CA-2015-144414,17/06/2015,21/06/2015,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Seattle,Washington,98105.0,West,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,17.9,104922.0
6818,CA-2015-144414,17/06/2015,21/06/2015,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Seattle,Washington,98105.0,West,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,3266.376,104923.0
6819,CA-2018-163860,28/12/2018,01/01/2019,Standard Class,LO-17170,Lori Olson,Corporate,United States,Peoria,Illinois,61604.0,Central,OFF-BI-10003784,Office Supplies,Binders,Computer Printout Index Tabs,1.68,68423.0
6820,CA-2018-163860,28/12/2018,01/01/2019,Standard Class,LO-17170,Lori Olson,Corporate,United States,Peoria,Illinois,61604.0,Central,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,7.968,68424.0
6821,CA-2018-163860,28/12/2018,01/01/2019,Standard Class,LO-17170,Lori Olson,Corporate,United States,Peoria,Illinois,61604.0,Central,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",113.372,68425.0
6822,CA-2018-163860,28/12/2018,01/01/2019,Standard Class,LO-17170,Lori Olson,Corporate,United States,Peoria,Illinois,61604.0,Central,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,2.96,68426.0
6823,US-2018-115609,02/11/2018,07/11/2018,Standard Class,CS-12505,Cindy Stewart,Consumer,United States,Los Angeles,California,90036.0,West,OFF-AP-10003040,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,168.1,96859.0
6824,CA-2016-154291,25/07/2016,29/07/2016,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Montgomery,Alabama,36116.0,South,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",98.46,42940.0
6825,CA-2016-154291,25/07/2016,29/07/2016,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Montgomery,Alabama,36116.0,South,FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",358.58,42941.0
6826,CA-2017-118689,02/10/2017,09/10/2017,Standard Class,TC-20980,Tamara Chand,Corporate,United States,Lafayette,Indiana,47905.0,Central,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,32.48,54731.0
6827,CA-2017-118689,02/10/2017,09/10/2017,Standard Class,TC-20980,Tamara Chand,Corporate,United States,Lafayette,Indiana,47905.0,Central,TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,17499.95,54732.0
6828,CA-2017-118689,02/10/2017,09/10/2017,Standard Class,TC-20980,Tamara Chand,Corporate,United States,Lafayette,Indiana,47905.0,Central,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,735.98,54733.0
6829,CA-2017-118689,02/10/2017,09/10/2017,Standard Class,TC-20980,Tamara Chand,Corporate,United States,Lafayette,Indiana,47905.0,Central,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",34.37,54734.0
6830,CA-2017-118689,02/10/2017,09/10/2017,Standard Class,TC-20980,Tamara Chand,Corporate,United States,Lafayette,Indiana,47905.0,Central,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,33.96,54735.0
6831,CA-2017-140438,24/12/2017,27/12/2017,Second Class,PW-19030,Pauline Webber,Corporate,United States,New York City,New York,10009.0,East,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,197.97,16840.0
